FIPS,State,County,FIR,FIP,Lo_Thresh,Lo_Type,Hi_Thresh,Hi_Type,P_Below,P_Between,P_Above,CFIR,CFIP,C_Below,C_Above,Meal,Budget,Year,Total,White,Black,Native,Asian,Pacific,Other,Biracial
48003,TX,Andrews,0.091,1480,1.65,SNAP,1.85,Other Nutrition Program,0.655,0.05,0.295,0.188,890.0,0.6,0.4,2.67,699000,2014,18610.0,0.5861902203116603,0.012735088662009673,0.011821601289629231,0.006018269747447609,0.0,0.17614185921547554,0.20709296077377753
48005,TX,Angelina,0.2,17500,1.65,SNAP,1.85,Other Nutrition Program,0.715,0.061,0.223,0.286,6600.0,0.76,0.25,2.66,8231000,2014,86395.0,0.6353029689218126,0.15160599571734476,0.006516580820649343,0.010637189652178946,0.0004861392441692228,0.09940390068869727,0.09604722495514786
48007,TX,Aransas,0.172,4110,1.65,SNAP,1.85,Other Nutrition Program,0.721,0.05,0.229,0.321,1460.0,0.76,0.24,2.63,1909000,2014,23830.0,0.7551825430130088,0.011078472513638271,0.010281158203944608,0.02102391942929081,0.0007133864876206462,0.06533780948384389,0.13638271086865295
48009,TX,Archer,0.16,1420,1.65,SNAP,1.85,Other Nutrition Program,0.498,0.033,0.469,0.248,500.0,0.53,0.47,2.67,670000,2014,8560.0,0.882126168224299,0.003738317757009346,0.012616822429906542,0.0022196261682242992,0.0,0.03516355140186916,0.0641355140186916
48011,TX,Armstrong,0.151,290,1.65,SNAP,1.85,Other Nutrition Program,0.36,0.04,0.6,0.234,100.0,0.49,0.51,2.9,148000,2014,1848.0,0.8906926406926406,0.007034632034632035,0.0091991341991342,0.005411255411255411,0.0,0.021103896103896104,0.06655844155844155
48013,TX,Atascosa,0.098,4530,1.65,SNAP,1.85,Other Nutrition Program,0.84,0.015,0.145,0.225,2950.0,0.75,0.25,2.57,2053000,2014,48981.0,0.5757946959024928,0.008676833874359446,0.010024295134848206,0.004205712419101284,0.000367489434678753,0.1541414017680325,0.246789571466487
48015,TX,Austin,0.153,4400,1.65,SNAP,1.85,Other Nutrition Program,0.532,0.057,0.411,0.229,1630.0,0.58,0.42,2.96,2298000,2014,30167.0,0.6684125037292405,0.08088308416481586,0.009182218981005734,0.006662909802101634,0.00026519043988464217,0.10286074187025558,0.13173335101269598
48017,TX,Bailey,0.126,890,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.248,530.0,1.0,0.0,2.75,432000,2014,6904.0,0.48493626882966395,0.009414831981460023,0.012456546929316338,0.001593279258400927,0.0,0.2959154113557358,0.19568366164542295
48019,TX,Bandera,0.158,3260,1.65,SNAP,1.85,Other Nutrition Program,0.493,0.049,0.458,0.27,1020.0,0.58,0.42,2.86,1645000,2014,20851.0,0.8205841446453408,0.005275526353652103,0.007529614886576184,0.0046520550573114,0.0007193899573161959,0.040765430914584434,0.12047383818521894
48021,TX,Bastrop,0.144,10910,1.65,SNAP,1.85,Other Nutrition Program,0.656,0.041,0.303,0.245,4790.0,0.73,0.27,2.47,4753000,2014,97216.0,0.5732595457537853,0.059239219881500986,0.01304312047399605,0.00786907504937459,0.0007611915734035549,0.17438487491770902,0.17144297235023043
48023,TX,Baylor,0.183,670,1.65,SNAP,1.85,Other Nutrition Program,0.671,0.03,0.3,0.25,190.0,0.62,0.38,2.66,315000,2014,3465.0,0.8761904761904762,0.01645021645021645,0.0031746031746031746,0.0025974025974025974,0.0,0.0329004329004329,0.06868686868686869
48025,TX,Bee,0.147,4760,1.65,SNAP,1.85,Other Nutrition Program,0.604,0.044,0.353,0.275,1890.0,0.71,0.29,2.27,1905000,2014,31047.0,0.4943150706992624,0.07714110864173672,0.00682835700711824,0.007118240087609109,0.0001288369246626083,0.23061809514606887,0.18385029149354204
48027,TX,Bell,0.209,67170,1.65,SNAP,1.85,Other Nutrition Program,0.575,0.057,0.368,0.262,23650.0,0.67,0.33,2.44,28978000,2014,370647.0,0.48678661907421344,0.2299789287381255,0.009318839758584314,0.030935094577859798,0.010155215069864318,0.08885273589156259,0.14397256688979002
48029,TX,Bexar,0.13,232740,1.65,SNAP,1.85,Other Nutrition Program,0.746,0.029,0.225,0.234,111390.0,0.69,0.31,2.54,104540000,2014,2009324.0,0.4577305601286801,0.08027923819155099,0.01154268798859716,0.03417816141149959,0.0017662656694490287,0.15344961788143674,0.2610534687287864
48031,TX,Blanco,0.144,1530,1.65,SNAP,1.85,Other Nutrition Program,0.586,0.1,0.314,0.238,520.0,0.82,0.18,2.65,717000,2014,11374.0,0.8136979075083524,0.006330226833128187,0.007649024090029892,0.0038684719535783366,0.0006154387198874626,0.06550026375945138,0.10233866713557235
48033,TX,Borden,0.143,100,1.65,SNAP,1.85,Other Nutrition Program,0.296,0.039,0.664,0.272,50.0,0.28,0.73,2.65,47000,2014,631.0,0.9128367670364501,0.001584786053882726,0.001584786053882726,0.0,0.0,0.017432646592709985,0.06656101426307448
48035,TX,Bosque,0.169,3060,1.65,SNAP,1.85,Other Nutrition Program,0.669,0.073,0.258,0.272,1090.0,0.83,0.17,2.49,1346000,2014,18235.0,0.7942418426103647,0.015300246778173841,0.008500137098985467,0.004387167534960241,0.00016451878256100905,0.07194954757334796,0.1054565396216068
48037,TX,Bowie,0.237,22090,1.65,SNAP,1.85,Other Nutrition Program,0.612,0.054,0.334,0.3,6720.0,0.72,0.28,2.62,10200000,2014,92893.0,0.6187979718600971,0.25029873079779963,0.00811686564111397,0.011776990731271463,0.0009042661987447924,0.04597763017665486,0.0641275445943182
48039,TX,Brazoria,0.152,49440,1.65,SNAP,1.85,Other Nutrition Program,0.477,0.055,0.467,0.219,19430.0,0.57,0.44,2.75,24016000,2014,372031.0,0.5113337329416097,0.1483102214600396,0.007362289701664646,0.07147791447486904,0.0004918944926632458,0.11282930723514976,0.14819463969400398
48041,TX,Brazos,0.222,44720,1.65,SNAP,1.85,Other Nutrition Program,0.742,0.008,0.25,0.26,10740.0,0.68,0.32,2.68,21179000,2014,233849.0,0.5995578343289901,0.10408853576453181,0.006918994735919333,0.06313048163558535,0.0009963694520823266,0.10059910455037224,0.12470867953251885
48043,TX,Brewster,0.144,1330,1.65,SNAP,1.85,Other Nutrition Program,0.819,0.073,0.108,0.218,410.0,0.83,0.17,2.93,688000,2014,9546.0,0.6715901948460088,0.020741671904462602,0.01466582861931699,0.009847056358684266,0.0011523151058034779,0.08307144353655982,0.19893148962916404
48045,TX,Briscoe,0.158,250,1.65,SNAP,1.85,Other Nutrition Program,0.807,0.094,0.099,0.274,100.0,0.82,0.18,2.66,117000,2014,1435.0,0.818815331010453,0.012543554006968641,0.004878048780487805,0.0,0.0,0.09825783972125436,0.06550522648083623
48047,TX,Brooks,0.121,870,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.318,530.0,0.85,0.15,2.29,352000,2014,7076.0,0.41181458451102315,0.0035330695308083662,0.0031091011871113624,0.004098360655737705,0.00014132278123233464,0.10881854154889768,0.46848501978518936
48049,TX,Brown,0.181,6860,1.65,SNAP,1.85,Other Nutrition Program,0.681,0.046,0.272,0.299,2660.0,0.74,0.27,2.75,3335000,2014,38095.0,0.7698123113269458,0.03837773986087413,0.006090038062737892,0.007192544953405959,0.0007087544297151858,0.07352670954193463,0.1042919018243864
48051,TX,Burleson,0.17,2920,1.65,SNAP,1.85,Other Nutrition Program,0.576,0.069,0.356,0.269,1080.0,0.73,0.27,2.69,1387000,2014,17642.0,0.6888107924271625,0.10815100328760911,0.007822242376147828,0.0040244870196122886,0.0,0.07391452216302007,0.11727695272644825
48053,TX,Burnet,0.162,7120,1.65,SNAP,1.85,Other Nutrition Program,0.651,0.041,0.308,0.276,2680.0,0.75,0.25,2.54,3190000,2014,49130.0,0.7703032770201507,0.013087726440056992,0.007592102584978628,0.008711581518420518,0.0003053124363932424,0.08687156523509057,0.11312843476490943
48055,TX,Caldwell,0.142,5530,1.65,SNAP,1.85,Other Nutrition Program,0.824,0.045,0.131,0.241,2360.0,0.84,0.16,2.24,2191000,2014,45883.0,0.515070941307238,0.053178737222936596,0.010875487653379248,0.005187106335679882,0.0005884532397620034,0.21158163154109366,0.20351764269991066
48057,TX,Calhoun,0.135,2910,1.65,SNAP,1.85,Other Nutrition Program,0.639,0.01,0.351,0.262,1450.0,0.59,0.41,2.4,1231000,2014,20106.0,0.564806525415299,0.02118770516263802,0.005769422063065751,0.05545608276136477,0.00019894558838157763,0.12110812692728538,0.2314731920819656
48059,TX,Callahan,0.178,2410,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.066,0.313,0.278,860.0,0.63,0.37,2.66,1133000,2014,13708.0,0.8866355412897579,0.009702363583309016,0.005836008170411439,0.0038663554128975782,0.0005106507149110009,0.02567843594981033,0.06777064487890283
48061,TX,Cameron,0.121,50310,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.305,40840.0,0.8,0.2,2.17,19254000,2014,421017.0,0.38646182933230727,0.0049309172788747245,0.006847704486992212,0.006664814009885587,0.0003539049492063266,0.19033198184396355,0.40440884809877037
48063,TX,Camp,0.206,2560,1.65,SNAP,1.85,Other Nutrition Program,0.728,0.052,0.219,0.292,960.0,0.78,0.22,2.81,1268000,2014,12464.0,0.5975609756097561,0.1522785622593068,0.005054557124518614,0.008664955070603338,0.0006418485237483953,0.13318356867779205,0.1026155327342747
48065,TX,Carson,0.135,830,1.65,SNAP,1.85,Other Nutrition Program,0.432,0.04,0.528,0.224,350.0,0.39,0.61,2.88,422000,2014,5807.0,0.8729120027552953,0.003444119166523162,0.009299121749612537,0.0037885310831754777,0.0013776476666092646,0.023592216290683657,0.08558636128810057
48067,TX,Cass,0.235,7140,1.65,SNAP,1.85,Other Nutrition Program,0.66,0.065,0.275,0.332,2280.0,0.75,0.25,2.7,3398000,2014,28454.0,0.7547972165600618,0.15959091867575737,0.0068180220707106205,0.004217333239614817,0.0003514444366345681,0.019997188444506923,0.05422787657271386
48069,TX,Castro,0.109,880,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.244,610.0,0.93,0.07,2.92,453000,2014,7371.0,0.49871116537783206,0.014652014652014652,0.007868674535341203,0.002984669651336318,0.000542667209333876,0.2078415411748745,0.2673992673992674
48071,TX,Chambers,0.152,5540,1.65,SNAP,1.85,Other Nutrition Program,0.506,0.055,0.439,0.224,2300.0,0.54,0.46,3.12,3053000,2014,46571.0,0.7003070580404114,0.06929204869983466,0.007236262910394881,0.013742457752678705,2.1472590238560478e-05,0.0931695690451139,0.11623113096132787
48073,TX,Cherokee,0.203,10340,1.65,SNAP,1.85,Other Nutrition Program,0.737,0.044,0.218,0.303,3970.0,0.78,0.22,2.68,4886000,2014,50412.0,0.6374275966039832,0.12746965008331348,0.009204157740220582,0.005217011822581925,0.00035705784337062603,0.12346266761882091,0.09686185828770928
48075,TX,Childress,0.18,1270,1.65,SNAP,1.85,Other Nutrition Program,0.528,0.025,0.447,0.283,450.0,0.63,0.37,2.78,624000,2014,6664.0,0.6643157262905162,0.08733493397358943,0.004351740696278511,0.007653061224489796,0.00030012004801920766,0.14360744297719089,0.09243697478991597
48077,TX,Clay,0.17,1800,1.65,SNAP,1.85,Other Nutrition Program,0.525,0.043,0.432,0.268,630.0,0.56,0.44,2.65,843000,2014,10218.0,0.8982188295165394,0.003816793893129771,0.009199451947543551,0.004893325504012527,0.0,0.018888236445488354,0.06498336269328636
48079,TX,Cochran,0.112,340,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.219,190.0,1.0,0.0,2.79,167000,2014,2547.0,0.5685119748723989,0.027875932469572047,0.0043188064389477815,0.0015704750687082843,0.0,0.2277188849627012,0.17000392618767177
48081,TX,Coke,0.158,510,1.65,SNAP,1.85,Other Nutrition Program,0.566,0.1,0.333,0.24,160.0,0.52,0.48,2.58,232000,2014,3285.0,0.828310502283105,0.00213089802130898,0.0091324200913242,0.00030441400304414006,0.0018264840182648401,0.052968036529680365,0.10532724505327246
48083,TX,Coleman,0.196,1700,1.65,SNAP,1.85,Other Nutrition Program,0.778,0.08,0.141,0.341,650.0,0.89,0.11,2.66,798000,2014,7684.0,0.8565851119208745,0.01965122332118688,0.008459135866736075,0.004164497657470068,0.0,0.04346694429984383,0.0676730869338886
48085,TX,Collin,0.161,135070,1.65,SNAP,1.85,Other Nutrition Program,0.356,0.04,0.604,0.216,50380.0,0.41,0.59,2.99,71294000,2014,1064465.0,0.543382826114527,0.10360509739634464,0.007036398566415993,0.17775032528077486,0.0006754566848134979,0.05651289614970901,0.111036999807415
48087,TX,Collingsworth,0.148,450,1.65,SNAP,1.85,Other Nutrition Program,0.818,0.076,0.106,0.276,220.0,0.93,0.08,2.88,229000,2014,2652.0,0.726998491704374,0.04562594268476621,0.013951734539969835,0.003393665158371041,0.0003770739064856712,0.10143288084464555,0.10822021116138764
48089,TX,Colorado,0.163,3390,1.65,SNAP,1.85,Other Nutrition Program,0.673,0.048,0.28,0.247,1200.0,0.79,0.21,2.48,1486000,2014,20557.0,0.6406090382837962,0.11358661283261176,0.004864523033516564,0.004037554117818748,0.0,0.12448314442768886,0.11241912730456778
48091,TX,Comal,0.138,15950,1.65,SNAP,1.85,Other Nutrition Program,0.515,0.037,0.448,0.231,6210.0,0.58,0.42,2.83,7966000,2014,161501.0,0.7324536690175293,0.024024619042606547,0.007027820261174853,0.0122228345335323,0.0010340493247719827,0.06206153522269212,0.16117547259769288
48093,TX,Comanche,0.173,2380,1.65,SNAP,1.85,Other Nutrition Program,0.749,0.037,0.214,0.309,1000.0,0.75,0.26,2.74,1149000,2014,13594.0,0.7573194056201266,0.003530969545387671,0.008533176401353539,0.002795350890098573,0.00022068559658672943,0.10453141091658084,0.12306900102986612
48095,TX,Concho,0.09,370,1.65,SNAP,1.85,Other Nutrition Program,0.489,0.099,0.412,0.238,130.0,0.79,0.21,2.56,168000,2014,3303.0,0.7623372691492583,0.02482591583409022,0.005752346351801393,0.00696336663639116,0.0003027550711474417,0.10323947926127762,0.09657886769603391
48097,TX,Cooke,0.168,6470,1.65,SNAP,1.85,Other Nutrition Program,0.616,0.042,0.341,0.264,2510.0,0.68,0.32,3.06,3495000,2014,41668.0,0.7593597004895843,0.02959105308630124,0.013199577613516367,0.007535758855716617,0.00047998464049150427,0.07626955937410003,0.11356436594028992
48099,TX,Coryell,0.206,15750,1.65,SNAP,1.85,Other Nutrition Program,0.493,0.074,0.432,0.268,5410.0,0.72,0.28,2.61,7253000,2014,83093.0,0.608101765491678,0.14870085326080415,0.008087323841960214,0.022986292467476202,0.013153935951283502,0.07765997135739473,0.1213098576294032
48101,TX,Cottle,0.189,300,1.65,SNAP,1.85,Other Nutrition Program,0.73,0.049,0.221,0.319,100.0,0.92,0.08,2.81,149000,2014,1380.0,0.7442028985507246,0.06956521739130435,0.0036231884057971015,0.0,0.0014492753623188406,0.08768115942028985,0.09347826086956522
48103,TX,Crane,0.093,430,1.65,SNAP,1.85,Other Nutrition Program,0.567,0.078,0.354,0.174,240.0,0.45,0.55,2.65,201000,2014,4675.0,0.532192513368984,0.01647058823529412,0.007700534759358289,0.004705882352941176,0.0,0.19550802139037432,0.24342245989304812
48105,TX,Crockett,0.094,360,1.65,SNAP,1.85,Other Nutrition Program,0.504,0.0,0.496,0.225,220.0,0.38,0.63,2.39,152000,2014,3098.0,0.6074887023886378,0.005810200129115558,0.009683666881859263,0.0032278889606197547,0.00032278889606197545,0.14557779212395094,0.2278889606197547
48107,TX,Crosby,0.142,860,1.65,SNAP,1.85,Other Nutrition Program,0.847,0.042,0.111,0.268,450.0,0.74,0.26,2.78,421000,2014,5133.0,0.6345217221897526,0.029417494642509253,0.008182349503214495,0.0023378141437755697,0.0001948178453146308,0.17163452172218976,0.1537112799532437
48109,TX,Culberson,0.099,230,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.215,120.0,0.88,0.13,2.7,110000,2014,2188.0,0.463436928702011,0.009597806215722121,0.011425959780621572,0.012797074954296161,0.0,0.23263254113345522,0.27010968921389394
48111,TX,Dallam,0.139,970,1.65,SNAP,1.85,Other Nutrition Program,0.823,0.113,0.064,0.252,540.0,0.94,0.06,2.76,472000,2014,7115.0,0.5451862262825018,0.0106816584680253,0.017006324666198173,0.0018271257905832748,0.00042164441321152494,0.1870695713281799,0.23780744905130008
48113,TX,Dallas,0.193,473680,1.65,SNAP,1.85,Other Nutrition Program,0.723,0.049,0.228,0.26,173400.0,0.74,0.26,2.75,229892000,2014,2613539.0,0.35365188734509034,0.21969559283408435,0.012034639620835962,0.07006744494725352,0.0006565809808080155,0.18276367790953185,0.16113017636239596
48115,TX,Dawson,0.131,1780,1.65,SNAP,1.85,Other Nutrition Program,0.674,0.04,0.287,0.232,760.0,0.75,0.26,2.75,864000,2014,12456.0,0.6108702633269107,0.07217405266538214,0.00802825947334618,0.00449582530507386,0.0003211303789338471,0.14611432241490044,0.1579961464354528
48117,TX,Deaf Smith,0.098,1890,1.65,SNAP,1.85,Other Nutrition Program,0.982,0.001,0.018,0.225,1400.0,0.76,0.24,2.82,941000,2014,18583.0,0.48721950169509765,0.00936339665285476,0.010547274390572028,0.0033901953398267235,0.00016143787332508207,0.2423182478609482,0.24699994618737556
48119,TX,Delta,0.205,1070,1.65,SNAP,1.85,Other Nutrition Program,0.682,0.098,0.22,0.327,390.0,0.83,0.17,2.85,538000,2014,5230.0,0.8254302103250478,0.05965583173996176,0.009177820267686425,0.007074569789674952,0.0009560229445506692,0.02791586998087954,0.06978967495219886
48121,TX,Denton,0.163,115480,1.65,SNAP,1.85,Other Nutrition Program,0.419,0.038,0.544,0.217,41140.0,0.48,0.53,2.95,60167000,2014,906422.0,0.5807041311883427,0.10794861554551853,0.008243400976587064,0.10311201625732827,0.0008318421221020672,0.07107395892862264,0.12808603498149868
48123,TX,DeWitt,0.141,2880,1.65,SNAP,1.85,Other Nutrition Program,0.603,0.041,0.355,0.234,1060.0,0.72,0.28,2.22,1130000,2014,0.0,,,,,,,
48125,TX,Dickens,0.171,400,1.65,SNAP,1.85,Other Nutrition Program,0.616,0.112,0.271,0.258,120.0,0.78,0.22,2.79,197000,2014,1770.0,0.7700564971751412,0.01694915254237288,0.006779661016949152,0.0011299435028248588,0.0011299435028248588,0.09209039548022599,0.11186440677966102
48127,TX,Dimmit,0.071,750,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.223,700.0,0.77,0.23,2.15,284000,2014,8615.0,0.44712710388856647,0.01033081834010447,0.0062681369704004645,0.00824143934997098,0.0015089959373186302,0.17771329077190945,0.3488102147417295
48129,TX,Donley,0.183,670,1.65,SNAP,1.85,Other Nutrition Program,0.562,0.061,0.377,0.284,200.0,0.76,0.24,2.92,346000,2014,3258.0,0.8127685696746471,0.05279312461632903,0.009515039901780233,0.003069367710251688,0.0003069367710251688,0.03683241252302026,0.0847145488029466
48131,TX,Duval,0.084,980,1.65,SNAP,1.85,Other Nutrition Program,1.0,0.0,0.0,0.246,700.0,0.69,0.32,2.3,397000,2014,9831.0,0.5079849455803072,0.01627504831654969,0.005289390702878649,0.0045773573390296,0.0,0.12511443393347574,0.34075882412775915
48133,TX,Eastland,0.187,3440,1.65,SNAP,1.85,Other Nutrition Program,0.739,0.074,0.187,0.278,1130.0,0.86,0.14,2.74,1663000,2014,17725.0,0.8280394922425952,0.020084626234132583,0.00846262341325811,0.0058674188998589566,0.0009026798307475317,0.05433004231311707,0.08231311706629055
48135,TX,Ector,0.112,16290,1.65,SNAP,1.85,Other Nutrition Program,0.708,0.034,0.258,0.212,9010.0,0.64,0.36,2.56,7363000,2014,165171.0,0.4841346241168244,0.04862233685089998,0.010032027414013356,0.014161081545791937,0.002155342039462133,0.20719738937222637,0.23369719866078187
48137,TX,Edwards,0.103,210,1.65,SNAP,1.85,Other Nutrition Program,0.757,0.017,0.226,0.238,80.0,0.99,0.01,2.34,87000,2014,1422.0,0.6758087201125176,0.0014064697609001407,0.006329113924050633,0.007735583684950774,0.0007032348804500703,0.0808720112517581,0.2271448663853727
48139,TX,Ellis,0.158,24410,1.65,SNAP,1.85,Other Nutrition Program,0.589,0.06,0.351,0.241,10380.0,0.69,0.31,2.77,11936000,2014,192455.0,0.6182899898677613,0.12628926242498245,0.008770881504767349,0.00822010340079499,0.0011327323270374893,0.10397235717440441,0.133324673300252
48141,TX,El Paso,0.11,90730,1.65,SNAP,1.85,Other Nutrition Program,0.963,0.005,0.031,0.255,61220.0,0.78,0.22,2.63,42109000,2014,865657.0,0.3624310783601357,0.03356294698708611,0.011941219212690478,0.013946632442179755,0.0021775368304074246,0.21752264465024831,0.3584179415172522
48143,TX,Erath,0.193,7600,1.65,SNAP,1.85,Other Nutrition Program,0.745,0.049,0.206,0.268,2270.0,0.79,0.21,2.66,3566000,2014,42545.0,0.7679868374662122,0.02931014220237396,0.00977788224233165,0.008297097191209309,0.0003290633446938536,0.0858385239158538,0.09846045363732518
48145,TX,Falls,0.211,3700,1.65,SNAP,1.85,Other Nutrition Program,0.704,0.044,0.253,0.277,1050.0,0.79,0.21,2.44,1593000,2014,16968.0,0.5816831683168316,0.22347949080622348,0.006718528995756719,0.0033003300330033004,0.0004714757190004715,0.10496228194247996,0.07938472418670438
48147,TX,Fannin,0.194,6540,1.65,SNAP,1.85,Other Nutrition Program,0.629,0.056,0.314,0.286,2080.0,0.78,0.22,2.8,3237000,2014,35662.0,0.7921316807806629,0.06216701250630924,0.011693118725814593,0.00426223991924177,0.00070102630250687,0.05577365262744658,0.07327126913801806
48149,TX,Fayette,0.154,3820,1.65,SNAP,1.85,Other Nutrition Program,0.558,0.053,0.389,0.229,1210.0,0.58,0.42,2.48,1671000,2014,24435.0,0.7483527726621649,0.05983220789850624,0.007120933087783917,0.0029056680990382647,0.00024554941682013506,0.07869858809085328,0.10284428074483323
48151,TX,Fisher,0.154,600,1.65,SNAP,1.85,Other Nutrition Program,0.617,0.073,0.31,0.23,190.0,0.7,0.3,2.66,281000,2014,3672.0,0.795479302832244,0.029139433551198256,0.008169934640522876,0.003812636165577342,0.0005446623093681918,0.06917211328976035,0.09368191721132897
48153,TX,Floyd,0.146,910,1.65,SNAP,1.85,Other Nutrition Program,0.85,0.017,0.133,0.293,520.0,0.81,0.19,2.78,446000,2014,5402.0,0.5740466493891151,0.029248426508700482,0.0027767493520918177,0.0022213994816734544,0.0009255831173639393,0.12180673824509441,0.26897445390596075
48155,TX,Foard,0.161,190,1.65,SNAP,1.85,Other Nutrition Program,0.753,0.141,0.106,0.233,60.0,0.84,0.16,2.71,91000,2014,1095.0,0.8438356164383561,0.017351598173515982,0.0,0.0045662100456621,0.0009132420091324201,0.07397260273972603,0.0593607305936073
48157,TX,Fort Bend,0.15,95220,1.65,SNAP,1.85,Other Nutrition Program,0.42,0.05,0.53,0.202,36710.0,0.5,0.5,2.77,46553000,2014,822779.0,0.34301069910632137,0.2078054981957488,0.00555920848733378,0.2218542281706266,0.000450910876432189,0.09137326062040961,0.1299461945431276
48159,TX,Franklin,0.176,1870,1.65,SNAP,1.85,Other Nutrition Program,0.631,0.04,0.329,0.27,700.0,0.75,0.25,2.8,926000,2014,10359.0,0.7855970653537986,0.038517231392991604,0.007433149917945748,0.0065643401872767645,0.0005792064871126556,0.06834636547929338,0.09296264118158123
48161,TX,Freestone,0.197,3860,1.65,SNAP,1.85,Other Nutrition Program,0.566,0.057,0.377,0.281,1280.0,0.63,0.37,2.6,1774000,2014,19435.0,0.6862361718549009,0.14226910213532287,0.007512220221250322,0.003756110110625161,0.0007203498842294829,0.09791613069205042,0.06158991510162079
48163,TX,Frio,0.091,1620,1.65,SNAP,1.85,Other Nutrition Program,0.957,0.043,0.0,0.221,960.0,0.83,0.18,2.54,726000,2014,18385.0,0.46331248300244765,0.039107968452542836,0.0070709817786238785,0.01082404133804732,0.0004895295077508839,0.27304868098993745,0.20614631493065
48165,TX,Gaines,0.12,2210,1.65,SNAP,1.85,Other Nutrition Program,0.769,0.059,0.172,0.226,1450.0,0.73,0.27,2.68,1044000,2014,21598.0,0.7026113529030465,0.013056764515232891,0.005185665339383277,0.0034725437540513012,0.0004630058338735068,0.10093527178442449,0.17427539586998797
48167,TX,Galveston,0.177,53460,1.65,SNAP,1.85,Other Nutrition Program,0.508,0.038,0.454,0.244,18390.0,0.57,0.43,2.76,26088000,2014,350682.0,0.6116994884254111,0.12612281212038257,0.007707837870207197,0.03559350066441962,0.0008440695558939437,0.08370546535037442,0.1343268260133112
48169,TX,Garza,0.104,660,1.65,SNAP,1.85,Other Nutrition Program,0.5,0.06,0.441,0.219,230.0,0.68,0.32,2.79,325000,2014,5816.0,0.7436382393397524,0.051066024759284734,0.005502063273727648,0.004814305364511692,0.0,0.11657496561210454,0.07840440165061899
48171,TX,Gillespie,0.149,3740,1.65,SNAP,1.85,Other Nutrition Program,0.606,0.072,0.322,0.26,1280.0,0.7,0.3,2.59,1712000,2014,26725.0,0.7997380729653882,0.00411599625818522,0.00617399438727783,0.00490177736202058,3.7418147801683815e-05,0.05927034611786717,0.1257623947614593
48173,TX,Glasscock,0.114,140,1.65,SNAP,1.85,Other Nutrition Program,0.389,0.121,0.49,0.23,70.0,0.21,0.79,2.64,65000,2014,1116.0,0.7688172043010753,0.007168458781362007,0.0062724014336917565,0.0,0.002688172043010753,0.08064516129032258,0.13440860215053763
48175,TX,Goliad,0.13,960,1.65,SNAP,1.85,Other Nutrition Program,0.573,0.024,0.403,0.251,390.0,0.59,0.41,2.44,413000,2014,7012.0,0.7311751283513976,0.039361095265259556,0.004420992584141472,0.003993154592127781,0.0,0.0748716486023959,0.14617798060467768
48177,TX,Gonzales,0.138,2780,1.65,SNAP,1.85,Other Nutrition Program,0.849,0.007,0.145,0.252,1360.0,0.75,0.25,2.6,1277000,2014,19653.0,0.5770620261537679,0.0603470208110721,0.007937719432147763,0.003409148730473719,0.0005088281687274207,0.18460285961430825,0.16613239708950286
48179,TX,Gray,0.155,3520,1.65,SNAP,1.85,Other Nutrition Program,0.586,0.048,0.366,0.239,1370.0,0.65,0.35,2.97,1848000,2014,21227.0,0.6892636736232157,0.04089131766146888,0.009657511659678712,0.006030056060677439,0.0,0.12568898101474538,0.1284684599802139
48181,TX,Grayson,0.19,23160,1.65,SNAP,1.85,Other Nutrition Program,0.606,0.043,0.35,0.273,7970.0,0.67,0.34,2.61,10674000,2014,135543.0,0.7366813483543968,0.0565355643596497,0.017610647543583956,0.014681687730093033,0.0006123517997978501,0.06960890639870743,0.10426949381377128
48183,TX,Gregg,0.211,25870,1.65,SNAP,1.85,Other Nutrition Program,0.65,0.069,0.281,0.275,8660.0,0.7,0.3,2.74,12513000,2014,124239.0,0.587923276909827,0.20333389676349617,0.006584083902800248,0.013192314812578982,0.00044269512793889196,0.09414918020911309,0.09437455227424561
48185,TX,Grimes,0.182,4890,1.65,SNAP,1.85,Other Nutrition Program,0.61,0.062,0.329,0.264,1580.0,0.75,0.26,2.84,2451000,2014,29268.0,0.6351988519885199,0.13376383763837638,0.008268416017493509,0.0035533688670220036,0.0005125051250512505,0.11012026786934535,0.10858275249419161
48187,TX,Guadalupe,0.125,17450,1.65,SNAP,1.85,Other Nutrition Program,0.537,0.06,0.403,0.212,7920.0,0.61,0.39,2.63,8112000,2014,172706.0,0.5971245932393779,0.07414334186420854,0.008013618519333434,0.01899760286266835,0.0024260882656074487,0.10514979213229418,0.19414496311651014
48189,TX,Hale,0.164,5890,1.65,SNAP,1.85,Other Nutrition Program,0.743,0.033,0.224,0.301,3070.0,0.8,0.21,2.61,2712000,2014,32522.0,0.5204169485271508,0.04599963101900252,0.009347518602791956,0.005042740298874608,0.0009839493266096796,0.22590861570629112,0.19230059651927925
